Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,60.1278065376347,71.2444546495139,71.6406316644082
SYN_SUM,0,28.1574630435537,40.5502453700185,43.70843707488
SYN_SUM_WEIGHTED,0,6.83864560860858,10.3386737927058,11.7242744603129
SYN_SPREAD,0,0.684319760398554,0.754433926235711,0.781093341118349
SYN_AVERAGE_C1,0,0.00467844392449478,0.0054885846552704,0.00585535810265332
SYN_AVERAGE_C2,0,0.71588610910472,1.06552044048504,1.18420492880848
ANT_MAX,0,-32.9239277336875,-23.3521933174155,-23.351826822069
ANT_SUM,0,-34.3603844026586,-26.0381630373239,-25.7530712447446
ANT_SUM_WEIGHTED,0,-29.2657777808252,-23.0634440653,-22.8649677082655
ANT_SPREAD,0,1.0215818937925,1.05594508334302,1.0501566432037
ANT_AVERAGE_C1,0,0.00253804617588079,0.00190367791731849,0.00187015149854717
ANT_AVERAGE_C2,0,0.563959695112024,0.355946244013052,0.350275670599549
SUM_SYN_ANT,0,-6.20292135910492,14.5120823326947,17.9553658301354
SUM_SYN_ANT_WEIGHTED,0,-22.4271321722166,-12.7247702725943,-11.1406932479526
