BlockId,Replicate,mqcClass,mqcConfidence,MedianExcess,NumExcess,ExcessHSA,ExcessCRX,LS3x3,Beta,Gamma,DBSumPos,DBSumNeg
1,1,good,0.992886,97.83688,48.0,-423.66998,551783.55282,-13.77622,0.95073,0.95005,1.17805,-5.1427
2,1,good,0.957905,97.22919,26.0,555.29633,298471.53294,-8.61998,0.97656,0.97168,8.89471,-2.81139
3,1,good,0.796261,98.13306,27.0,-228.26845,198163.07928,-11.65397,0.86152,0.85977,1.58303,-3.57964
4,1,good,0.991554,47.59756,52.0,-431.62735,281821.59781,-28.20525,0.96096,0.95024,1.62101,-4.99717
5,1,good,0.99748,64.21362,44.0,-52.79585,353273.54879,-5.18955,0.98982,0.98594,2.92184,-2.49159
6,1,good,0.94666,17.74567,21.0,152.95988,420137.41584,-3.82949,1.01033,1.01033,2.53942,-1.00982
7,1,good,0.968926,97.36453,47.0,-528.60884,420053.89645,-38.17678,0.92725,0.9251,2.39467,-7.39221
8,1,good,0.997124,59.26515,46.0,-348.80322,206394.30264,-19.7198,0.97285,0.95859,2.32677,-4.75762
9,1,good,0.959586,48.92571,39.0,-903.44935,239558.13654,-66.6444,0.91519,0.90361,1.84648,-10.07311
10,1,good,0.899451,95.441,61.0,-853.68014,136423.28488,-41.90108,0.82295,0.81333,1.54135,-8.3524
11,1,good,0.833299,93.98915,57.0,-146.49872,127633.06328,-8.15754,0.92842,0.92231,2.84176,-2.95163
12,1,good,0.829785,80.12656,53.0,-123.53308,106499.46488,-4.10426,1.01372,0.97813,2.0465,-1.3825
13,1,bad,0.813585,79.67265,3.0,5220.37932,8584.91221,5.42792,20.42813,18.39063,52.30359,-0.04051
14,1,good,0.775274,96.15857,35.0,-125.77238,257592.54731,-13.34351,0.98901,0.97315,2.21083,-2.74515
15,1,good,0.951042,55.43325,59.0,-754.88543,416708.64341,-38.8612,0.91948,0.90547,1.08695,-7.43676
16,1,bad,0.71497,26.48583,16.0,2771.64477,36075.62783,-2.38282,1.33516,1.25,29.4055,-0.93551
17,1,good,0.980192,75.36423,33.0,33.16838,275528.67871,-2.47791,1.01338,1.0053,3.78255,-2.70541
18,1,good,0.932398,80.61824,38.0,-125.33973,268504.84779,-7.42386,0.97866,0.97605,1.90935,-2.92272
19,1,bad,0.573801,23.8329,45.0,1723.45059,36629.45205,-3.16043,1.43086,1.32383,19.09108,-0.66051
20,1,good,0.973092,91.34659,33.0,-730.49959,304976.72345,-15.06881,0.92222,0.92119,0.80897,-8.03711
21,1,good,0.930409,97.74587,35.0,-219.07379,276866.8187,-8.0968,0.95862,0.95862,1.6282,-3.80708
22,1,good,0.8179,100.0734,60.0,-653.24714,216236.3955,-18.87242,0.90723,0.90689,0.37403,-6.80763
23,1,good,0.997643,48.99033,32.0,86.123,279194.28605,-15.15709,1.004,0.99934,4.08403,-2.64421
24,1,good,0.99387,73.58874,30.0,76.65211,249576.7373,-3.96591,1.01193,1.01065,2.05389,-0.8594
25,1,good,0.939709,61.05707,35.0,448.2265,164511.05131,-6.48655,1.14629,1.10242,7.85819,-0.68188
26,1,good,0.933244,85.71578,33.0,-817.80414,295356.10664,-66.48238,0.84815,0.81758,1.21959,-8.00811
27,1,good,0.929291,50.84311,51.0,-118.27534,165583.36651,-13.05657,1.00586,0.97949,1.35101,-0.98079
28,1,good,0.950665,81.815,62.0,-348.45085,102237.26864,-27.21884,0.93396,0.87656,0.75309,-2.59001
29,1,good,0.917046,34.63058,43.0,-349.37649,230516.49907,-28.49354,0.99487,0.96504,2.60522,-3.87666
30,1,good,0.808571,25.5948,35.0,-131.10866,288173.71403,-16.96025,1.00317,0.98152,3.05809,-2.74966
31,1,bad,0.685722,66.36099,36.0,798.2835,71487.15428,-10.88997,1.00742,1.02402,11.69593,-3.171
32,1,good,0.979631,61.55431,23.0,123.41004,325697.27518,-1.90271,1.02971,1.01716,2.35946,-0.50277
33,1,good,0.961346,39.6336,44.0,-249.21682,318703.05606,-14.10761,0.9616,0.96025,0.79463,-2.91107
34,1,good,0.929291,82.32448,67.0,-238.82815,205039.11152,-11.65853,0.95649,0.95396,1.29261,-3.00531
35,1,bad,0.873109,16.96111,15.0,2009.12296,61207.04545,-0.48193,3.6543,3.02813,21.38965,-0.05652
36,1,good,0.971018,53.71595,52.0,-1319.93606,328877.43696,-68.01102,0.87647,0.87231,0.97324,-13.70887
37,1,medium,0.807436,52.26684,22.0,1475.63238,170722.40987,0.47874,1.05313,1.0416,16.06131,-0.50903
38,1,good,0.842776,89.7396,53.0,-513.2621,183616.50866,-17.45303,0.93691,0.90884,1.05994,-5.2692
39,1,good,0.975192,45.89357,12.0,2402.45808,170424.80391,-0.71815,1.21934,1.21289,25.24969,-0.1344
40,1,good,0.997452,54.86069,50.0,-71.43659,508069.69041,-9.01244,0.97227,0.97034,2.91054,-3.35486
41,1,good,0.948036,64.05231,30.0,593.95942,317033.21046,-6.43875,1.06787,1.02881,8.66755,-1.47459
42,1,good,0.975975,93.96053,59.0,-702.74481,355870.87555,-32.07531,0.88355,0.87261,0.53005,-6.70544
43,1,good,0.992886,61.783,55.0,-439.55484,487265.8928,-23.02987,0.94297,0.92752,2.54942,-5.49455
44,1,good,0.980192,18.76673,22.0,334.9191,376803.64561,-4.33655,1.02627,1.02395,4.6623,-0.84849
45,1,good,0.966884,91.91222,41.0,489.4156,400624.14627,-4.94855,0.97578,0.97446,8.29385,-2.97678
46,1,good,0.770097,7.52293,21.0,215.66306,611591.45184,-0.73325,1.01735,1.0156,3.0808,-0.68101
47,1,good,0.997249,31.73358,43.0,11.15403,392083.58289,-9.9972,0.9707,0.96963,3.95269,-3.59584
48,1,good,0.914464,32.93619,41.0,-1265.78405,604840.79864,-75.18365,0.88203,0.87813,1.31782,-13.57092
49,1,medium,0.532051,46.5658,12.0,1722.80326,311652.83013,0.0,1.27559,1.24473,18.42416,-0.33374
50,1,medium,0.810189,92.0971,34.0,135.61645,283547.15132,-5.75743,1.02336,1.0146,2.54134,-1.04789
51,1,medium,0.914133,13.39599,10.0,150.85635,615156.8527,0.0,1.01926,1.01617,2.27956,-0.52908
52,1,good,0.86119,91.27141,57.0,-398.5431,404123.70109,-38.50837,0.99238,0.96011,4.14079,-6.30753
53,1,good,0.954381,36.55273,41.0,170.76297,355389.05395,-6.42547,1.05859,1.0218,4.70378,-1.24789
54,1,good,0.978154,60.69265,35.0,108.81442,319209.87111,-3.03016,1.03595,1.02108,3.016,-0.7974
55,1,good,0.954591,82.81539,64.0,-365.57538,251144.78205,-15.17704,0.95796,0.91782,2.63419,-4.21815
56,1,good,0.997576,42.94745,24.0,817.03227,273920.46316,-3.43853,1.04815,1.04063,9.97872,-0.82404
57,1,good,0.847241,93.67333,47.0,-480.0361,282344.50953,-34.83754,0.93494,0.92295,1.31937,-5.4238
58,1,good,0.936957,79.95807,28.0,79.02239,224442.12382,-0.49447,1.00676,1.0023,1.62034,-0.42675
59,1,good,0.820517,79.72318,36.0,-48.61678,176984.81865,-5.10346,0.96697,0.96397,1.61667,-1.53642
60,1,good,0.97423,42.31745,29.0,204.18596,231156.05992,-1.23719,1.02832,1.0168,3.5054,-0.66415
61,1,good,0.975975,90.06928,48.0,-85.70789,356260.47183,-5.57844,0.99351,0.99096,0.8219,-1.469
62,1,bad,0.680118,76.62301,45.0,2350.69417,33565.63113,-2.7681,10.1125,7.72188,24.84061,-0.4796
63,1,good,0.944375,93.82956,40.0,-13.71245,237086.76075,-4.50343,0.99356,0.9897,2.18353,-1.75652
64,1,good,0.966233,67.26259,28.0,-300.51763,276692.7255,-16.3444,0.94356,0.9417,0.66073,-3.52475
65,1,bad,0.733446,40.4416,33.0,124.88978,59128.25472,-3.62603,1.47813,1.11592,3.79725,-0.21711
66,1,good,0.941683,94.86084,33.0,-668.96297,450596.09902,-73.87893,0.91802,0.9124,1.12552,-7.41437
67,1,good,0.499817,68.04723,31.0,915.70229,249179.25623,-1.45929,1.35684,1.29775,11.29783,-0.82972
68,1,good,0.982454,89.85395,38.0,-99.36501,257790.14443,-7.19111,0.98442,0.98066,1.16082,-1.67347
69,1,good,0.988038,89.62164,43.0,-266.09574,416945.06115,-11.70332,0.96099,0.96065,0.88851,-3.21076
70,1,good,0.971045,90.5045,49.0,-487.0639,325834.18066,-42.26894,0.93384,0.91333,1.79232,-5.37223
71,1,good,0.974133,7.75479,12.0,175.6348,618479.15199,-0.87061,0.99708,0.9971,2.15643,-0.39943
72,1,good,0.957385,95.34836,36.0,-162.58374,559544.36313,-9.29731,0.98823,0.9882,0.38058,-1.98475
73,1,medium,0.805903,88.95971,52.0,534.2732,217793.28139,-5.9847,1.19102,1.10615,8.55917,-1.87075
74,1,good,0.889956,6.07954,13.0,-365.6317,738100.61815,-1.56197,0.96338,0.96338,0.05366,-3.70997
75,1,good,0.990405,43.49762,29.0,3.47278,586386.42757,-4.90661,0.99711,0.99493,2.11585,-1.68051
76,1,good,0.932328,63.4463,59.0,-568.0482,495335.1013,-22.53886,0.92878,0.92339,0.47178,-5.42519
77,1,good,0.963453,56.91135,37.0,-377.06587,576242.70093,-29.89898,0.9707,0.9646,2.20939,-5.30975
78,1,good,0.92955,9.73699,14.0,191.74294,699490.57814,0.0,1.01486,1.01486,2.35079,-0.43336
79,1,bad,0.629737,61.52121,9.0,4011.41546,101384.87954,-1.12363,2.23672,2.08555,41.05941,-0.28376
80,1,good,0.992362,50.51177,19.0,344.29432,282402.46878,0.0,1.03438,1.02817,4.8301,-0.87549
81,1,good,0.962039,98.29089,46.0,-536.48094,273983.93784,-38.86216,0.91572,0.91553,1.89574,-7.13091
82,1,good,0.976759,89.73901,43.0,100.1037,199311.054,-5.44881,0.99395,0.99316,3.17458,-1.77903
83,1,good,0.997605,49.91386,37.0,-52.73638,283826.9834,-21.11332,1.0,0.99048,3.30425,-2.84992
84,1,good,0.997605,76.74,20.0,334.60754,267799.39982,-2.71071,1.02363,1.02231,4.11496,-0.43012
85,1,good,0.991361,80.64997,47.0,-11.74529,176960.96607,-23.08156,1.01431,0.99395,5.65211,-4.37133
86,1,good,0.998153,61.9825,34.0,61.04938,277782.24839,-4.46438,1.00488,0.99981,3.15584,-2.04846
87,1,good,0.969635,52.88932,33.0,134.57887,240144.61024,-7.53186,1.00361,1.00186,4.5745,-2.67888
88,1,good,0.954591,86.17119,53.0,-128.15664,189721.03867,-6.22525,0.98884,0.98752,1.68898,-2.40342
89,1,good,0.994916,60.9136,52.0,-313.57521,263961.99481,-24.30889,1.00447,0.97456,2.77136,-3.48401
90,1,good,0.99014,70.36648,31.0,496.11547,235191.65011,-3.12762,1.02261,1.01523,7.14805,-1.35533
91,1,bad,0.640729,68.88749,39.0,1661.91798,77153.10673,-31.96127,1.3582,1.24375,22.90527,-4.1253
92,1,good,0.975975,96.96111,32.0,223.64016,435935.12707,-3.99864,1.00415,1.00369,4.3904,-1.6314
93,1,good,0.971045,96.1043,42.0,-288.56885,461112.30098,-11.03907,0.94824,0.9478,0.77001,-3.12373
94,1,good,0.925913,95.80043,36.0,384.57238,358363.94346,-2.74374,1.00391,1.00391,4.98462,-0.51606
95,1,good,0.974617,79.43658,40.0,834.45031,400539.3659,-10.75313,0.98594,0.98428,13.03205,-3.55998
96,1,good,0.951032,91.06257,21.0,194.86252,511778.34395,-1.26123,1.00239,1.0022,3.81713,-1.02961
97,1,good,0.898177,81.47887,45.0,-253.06485,432748.25222,-29.46277,0.98784,0.96543,3.19705,-4.04403
98,1,good,0.995856,66.70799,38.0,-74.69199,319121.18193,-5.7313,0.98811,0.98748,1.3996,-1.97727
99,1,good,0.976352,67.2211,49.0,-260.55909,293280.63244,-12.76609,0.98053,0.97278,1.46542,-3.13765
100,1,good,0.965909,77.03529,47.0,23.19917,213719.59621,-3.14168,0.99009,0.98981,2.01447,-1.41282
101,1,good,0.976352,73.67327,50.0,-391.4706,292667.92112,-23.48229,0.98926,0.95986,2.18188,-3.88856
102,1,good,0.988038,77.63863,47.0,-304.37795,218000.73174,-20.24374,0.97537,0.9592,1.49169,-3.09136
103,1,good,0.980436,52.71767,34.0,944.94729,174087.44735,-8.15594,1.05645,1.04531,12.66465,-1.30628
104,1,good,0.980992,78.34193,33.0,596.6545,209835.22739,-9.69539,1.0272,1.02285,8.06358,-1.50889
105,1,good,0.988038,90.84172,44.0,-263.26055,235059.68182,-14.18298,0.96228,0.96094,1.58031,-3.72455
106,1,good,0.966233,86.09301,41.0,28.35988,175402.22727,-5.60784,1.0342,1.02908,2.28775,-1.05212
107,1,good,0.99387,60.30688,42.0,72.58463,242496.35352,-14.96844,1.01538,1.00552,4.72556,-2.58254
108,1,good,0.995856,82.71965,23.0,254.93615,234346.13684,-7.28592,1.03184,1.02856,4.00803,-0.67424
109,1,good,0.988038,74.85769,56.0,-500.13998,186368.60576,-21.63176,0.94485,0.93281,1.17613,-5.01829
110,1,good,0.978655,39.36512,44.0,-227.43549,300406.34867,-19.93842,0.96035,0.95627,1.91887,-3.86809
111,1,good,0.973101,97.28421,40.0,-238.04242,337461.45072,-13.21948,0.97378,0.97256,0.58121,-2.56325
112,1,good,0.99075,93.00279,44.0,-76.11907,418057.8207,-5.56281,0.99434,0.99426,1.05575,-1.62945
113,1,good,0.976841,96.45394,34.0,60.98321,358742.29027,-2.82752,1.02236,1.01367,2.96557,-1.79104
114,1,good,0.99748,63.33027,35.0,12.59943,410614.54925,-5.91729,1.00227,1.00064,1.64417,-1.16865
115,1,good,0.992886,65.61355,36.0,-108.88743,387083.69281,-6.32443,0.99082,0.99042,0.6293,-1.46844
116,1,good,0.974617,75.4623,23.0,33.96998,300090.32005,-8.24468,0.99639,0.99634,1.86965,-1.30796
117,1,good,0.992268,97.17331,44.0,84.32246,274227.29171,-23.61945,1.02998,1.0292,5.50711,-4.1487
118,1,good,0.964286,74.58498,25.0,362.23247,334596.0271,-8.48228,1.0188,1.01765,4.94504,-0.99935
119,1,good,0.963145,76.84396,42.0,225.4318,298856.8308,-7.22695,1.04185,1.03872,6.40204,-2.5391
120,1,good,0.909943,91.29088,37.0,257.07163,321902.56667,-5.57144,1.00781,1.00891,4.67108,-1.22653
121,1,good,0.981172,65.54176,47.0,-812.7159,383854.39446,-23.27086,0.86699,0.86094,0.88205,-8.1963
122,1,good,0.988038,64.50681,57.0,-697.243,327013.30261,-9.04902,0.87163,0.86196,0.78853,-6.32763
123,1,good,0.944165,66.06087,25.0,177.83076,340582.25566,-0.42009,1.02231,1.01748,2.6261,-0.47503
124,1,good,0.95195,46.13223,38.0,53.94504,493585.43331,-9.70953,1.00671,1.00156,2.82539,-1.80637
125,1,good,0.997142,84.38763,38.0,-79.04735,454690.55525,-6.46388,0.99229,0.99014,1.57046,-1.8837
126,1,good,0.979631,85.05147,47.0,31.61454,252910.32074,-7.90289,1.01074,1.00984,3.1585,-2.52079
127,1,good,0.966233,67.58491,26.0,217.13502,407048.86669,-7.00508,0.99863,0.99849,3.79466,-1.39872
128,1,good,0.933861,78.61953,37.0,11.61314,425337.10657,-3.99788,0.99082,0.98726,2.23304,-1.53423
129,1,good,0.933244,75.39794,55.0,-108.12921,401233.28427,-8.71761,0.98975,0.9856,1.9856,-2.28594
130,1,good,0.951762,39.30726,32.0,31.42321,443999.5594,-8.31214,1.00254,0.99757,2.13072,-1.00668
131,1,good,0.961346,67.79787,31.0,204.28881,390908.17111,-7.71297,1.02805,1.02437,4.03855,-1.01588
132,1,good,0.939023,99.54395,27.0,94.48641,525763.03407,-2.86572,0.94639,0.94551,5.06623,-3.72564
133,1,good,0.961485,77.66789,48.0,-300.2835,527116.59521,-12.31062,0.9562,0.95015,0.95455,-3.42365
134,1,good,0.960436,50.71436,31.0,196.50107,437373.62642,-3.04627,1.0334,1.02437,3.57814,-0.55853
135,1,good,0.976352,83.79557,57.0,-495.21235,270772.77589,-28.05216,0.94312,0.93945,0.48883,-5.07627
136,1,good,0.929906,78.26139,35.0,106.57233,225623.78311,-9.13272,1.0197,1.01598,2.38274,-0.90762
137,1,good,0.975975,78.65789,37.0,-146.81048,194814.01295,-15.50453,1.01104,0.9772,2.82478,-2.86886
138,1,good,0.97627,68.75625,34.0,174.3077,231180.8381,-6.78001,1.06523,1.03762,4.57426,-1.03343
139,1,good,0.982845,59.92736,50.0,-138.90473,241228.19487,-7.65281,0.98728,0.98318,0.6807,-1.57209
140,1,good,0.950322,52.48804,24.0,237.10584,174513.83856,-3.50282,1.03975,1.02461,4.2294,-0.69056
141,1,good,0.905958,61.77043,50.0,301.10194,144448.34998,-6.87662,1.02114,1.01245,5.19106,-1.19425
142,1,good,0.982845,65.54841,22.0,243.40288,187431.13051,-2.1582,1.02673,1.02268,3.55595,-0.66231
143,1,good,0.993834,60.73524,22.0,262.07256,359225.47447,-1.53987,1.02544,1.02065,3.70488,-0.48856
144,1,good,0.99398,18.65728,16.0,385.21039,330220.77485,-3.37282,1.02481,1.01904,5.06336,-0.39281
145,1,good,0.971045,62.93613,54.0,-164.9444,311813.06906,-11.73567,0.98655,0.97432,1.91427,-2.44051
146,1,good,0.996697,41.79561,54.0,-238.97098,355020.3179,-11.44862,0.96852,0.96226,1.71062,-2.78842
147,1,good,0.981172,91.04457,47.0,-566.25264,343330.63086,-34.73544,0.92083,0.91934,0.92006,-6.08674
148,1,good,0.976333,62.34106,41.0,-84.57351,287412.72295,-13.15336,0.99627,0.99055,1.53339,-2.00769
149,1,bad,0.72514,37.60239,37.0,1096.49652,135225.24192,-3.26182,1.13418,1.11074,13.94608,-0.96984
150,1,good,0.976352,97.58014,49.0,-1254.20337,424538.85507,-77.3242,0.83779,0.83613,0.18647,-12.51186
151,1,good,0.988038,96.58515,27.0,4.88045,349809.63263,-2.06927,1.00577,1.00457,0.82247,-0.59243
152,1,good,0.979631,97.41846,29.0,-115.07885,313064.49745,-9.8752,0.9721,0.96997,1.48639,-2.3283
153,1,good,0.99398,50.15304,35.0,94.74501,362811.50222,-4.93129,1.01256,1.00794,2.41476,-0.83173
154,1,good,0.988038,59.81433,45.0,-80.34929,281564.2255,-11.36855,0.98713,0.98335,1.4013,-1.68783
155,1,good,0.992886,94.77007,32.0,-185.71858,448355.69619,-5.20537,0.98223,0.97925,1.23616,-2.59421
156,1,good,0.972608,85.92134,28.0,-573.39231,710860.79569,-23.08355,0.94683,0.94492,0.98598,-6.5749
157,1,good,0.904208,53.80137,27.0,264.93506,555358.63625,-0.92324,1.01741,1.01377,3.75364,-0.75416
158,1,good,0.75792,88.19552,37.0,-150.63665,523642.11284,-11.2455,1.00775,1.00169,0.68847,-1.98598
159,1,good,0.821281,33.01166,31.0,380.88178,555965.21664,-5.15329,1.04727,1.02131,7.22647,-1.45711
160,1,good,0.901953,71.76539,58.0,-575.98322,450176.79578,-25.07307,0.94976,0.93469,0.88883,-5.46252
161,1,good,0.863505,36.97026,21.0,1023.66526,499735.76426,-7.93533,1.11392,1.07881,14.24782,-0.98905
162,1,good,0.973101,85.41797,42.0,-275.45597,370426.31777,-15.88102,0.97944,0.95923,1.45614,-2.97549
163,1,good,0.921676,78.71459,50.0,168.98254,314638.61294,-4.16893,1.05938,1.02842,3.60041,-0.32761
164,1,good,0.911347,69.4049,39.0,104.73314,291035.66374,-4.12437,1.01069,0.9991,2.58524,-0.79783
165,1,good,0.961346,51.19269,44.0,-48.41007,374448.34008,-13.20419,1.02319,0.99893,2.06301,-1.06157
