Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,2.2828104216653,2.28281042166369,9.6543916704713
SYN_SUM,0,1.17784454834456,0.932821807805344,2.23270109553101
SYN_SUM_WEIGHTED,0,1.11832162282815,0.779339369425733,1.32923908999276
SYN_SPREAD,0,0.718305289939461,0.63924070532749,0.480897850449748
SYN_AVERAGE_C1,0,0.0129894419264788,0.00711600336018191,0.0147912502810018
SYN_AVERAGE_C2,0,0.0139715819893542,0.010059982504168,0.00657706708446188
ANT_MAX,0,-51.1189897630416,-41.6541281476637,-41.6541281476466
ANT_SUM,0,-64.3461996319109,-38.2244123176657,-35.9048897762396
ANT_SUM_WEIGHTED,0,-51.55494216315,-28.3001933907351,-27.4372001296782
ANT_SPREAD,0,1.12194177673041,0.957946784834625,0.928427027026407
ANT_AVERAGE_C1,0,0.00449302053331175,0.00270319484147574,0.00232655388883739
ANT_AVERAGE_C2,0,0.00235097290253814,0.00267737584427593,0.00252201339250551
SUM_SYN_ANT,0,-63.1683550835663,-37.2915905098603,-33.6721886807086
SUM_SYN_ANT_WEIGHTED,0,-50.4366205403219,-27.5208540213094,-26.1079610396854
