BlockId,Replicate,mqcClass,mqcConfidence,MedianExcess,NumExcess,ExcessHSA,ExcessCRX,LS3x3,Beta,Gamma,DBSumPos,DBSumNeg
1,1,bad,0.562342,20.20092,26.0,547.41945,97170.85688,-2.39893,1.58184,1.38516,7.03166,-0.20298
2,1,good,0.833348,28.81906,39.0,39.2501,108983.98543,-12.02181,0.86172,0.86465,5.96766,-2.13067
3,1,good,0.829147,72.33863,33.0,-122.7171,87474.15565,-3.77517,1.01135,0.95891,0.90928,-0.94228
4,1,good,0.826792,18.21945,8.0,253.17427,163650.54355,0.0,1.03184,1.01953,3.86881,-0.64014
5,1,good,0.804162,19.54886,33.0,-0.04687,122241.43236,-1.47794,1.04009,0.98645,1.96097,-0.848
6,1,good,0.982097,45.78941,21.0,52.31158,113210.60655,-3.5731,1.03967,1.01455,1.89796,-0.54511
7,1,good,0.759528,52.53521,25.0,1216.19493,210325.24422,-7.5204,1.23916,1.15059,18.59822,-1.17013
8,1,good,0.936651,18.79334,22.0,235.68985,387050.95509,-0.00251,1.0572,1.04565,3.19834,-0.10617
9,1,good,0.794026,56.17385,22.0,-124.66031,147638.32762,-4.34352,1.03403,0.98494,1.87956,-2.16322
10,1,bad,0.398231,83.9579,17.0,-346.15206,103197.93226,-57.44867,0.93106,0.80869,2.80829,-4.32133
11,1,bad,0.725347,11.66223,37.0,73.23405,29979.89466,-3.65243,3.29297,1.41172,3.1066,-0.02678
12,1,good,0.678107,46.20708,28.0,224.25836,250973.57877,-10.93958,1.23398,1.01729,8.39861,-0.95553
13,1,good,0.813318,90.49203,29.0,-200.6497,193298.87209,-25.27756,0.98452,0.97051,2.68409,-3.9584
14,1,good,0.969021,26.88283,36.0,-158.45226,332156.14268,-14.94216,0.99148,0.98113,2.53789,-3.2786
15,1,medium,0.80986,22.01642,19.0,193.38771,294868.79144,0.0,1.02925,1.01953,2.8072,-0.3631
16,1,good,0.827268,34.08347,43.0,-398.21695,509041.67905,-19.89865,0.97612,0.97051,1.1797,-4.84947
17,1,good,0.978157,47.35862,17.0,102.32257,478804.87357,-1.92415,1.01115,1.01083,1.41956,-0.28065
18,1,good,0.99075,46.36769,17.0,33.24412,503531.74145,-2.65345,1.01113,1.00927,1.5538,-0.94279
19,1,good,0.932264,74.69014,47.0,72.70261,152015.50685,-13.98564,1.03057,1.00249,5.00897,-3.11976
20,1,good,0.998195,57.79885,30.0,-95.08583,168434.5072,-25.12263,0.99138,0.98552,3.41629,-3.54569
21,1,good,0.830041,99.62526,33.0,-582.25342,346485.47289,-40.88986,0.98272,0.94341,6.93793,-10.16196
22,1,medium,0.785433,25.80762,16.0,207.51151,215935.07564,0.37624,1.14981,1.04808,5.72014,-0.5532
23,1,medium,0.851488,80.97752,37.0,-172.77511,258743.35562,-8.45042,1.05457,1.00396,2.52008,-2.56962
24,1,medium,0.684633,78.39801,43.0,-696.74793,336081.94387,-46.43731,1.01758,0.94009,6.50934,-9.14521
25,1,good,0.848411,14.50232,9.0,164.54095,268285.36021,0.0,1.02246,1.01577,2.55036,-0.58839
26,1,good,0.849761,69.20402,25.0,37.13929,253836.35224,-5.10441,1.01592,1.01099,1.79088,-1.05933
27,1,good,0.976285,99.66739,43.0,-508.08229,348664.80077,-17.84555,0.95779,0.95779,0.37604,-5.45686
28,1,good,0.859749,14.21623,11.0,172.53138,267933.93103,0.0,1.02878,1.02285,2.64235,-0.49781
29,1,good,0.853816,91.31704,23.0,54.09271,255049.64803,-0.51106,1.00308,1.00214,1.22625,-0.61187
30,1,good,0.976487,62.84487,31.0,126.88108,193009.04698,-8.30703,1.00557,0.99485,3.1957,-1.19402
31,1,good,0.995553,50.2545,27.0,123.13807,266471.63783,-14.92525,1.0541,1.00601,5.94264,-1.36133
32,1,good,0.979769,44.45858,26.0,95.2131,152561.56402,-4.36236,1.01344,1.00953,2.07847,-0.47051
33,1,good,0.842776,98.61226,32.0,434.89606,238197.02931,-3.03929,0.96211,0.95606,7.53649,-2.97943
34,1,medium,0.743693,37.50179,33.0,-84.0409,410499.72003,-25.65112,1.121,1.01223,5.89952,-2.32286
35,1,medium,0.824696,65.81376,29.0,123.80239,345879.4841,-11.97095,1.07402,1.02498,5.53258,-2.02054
36,1,good,0.991361,92.06407,43.0,-601.93774,529154.8429,-49.22313,0.94683,0.93467,2.13753,-7.40333
37,1,good,0.975975,45.40722,37.0,-29.89117,243400.42029,-7.59812,1.0108,0.99922,1.85183,-1.03329
38,1,good,0.982097,93.36394,48.0,-145.49363,121591.4494,-11.77969,0.98633,0.97739,1.3788,-2.1613
39,1,medium,0.798973,92.27878,27.0,217.6047,171139.05145,-0.97059,1.04661,1.0379,2.86558,-0.41511
40,1,good,0.991431,27.46562,43.0,-186.67655,362151.91081,-18.80683,0.99548,0.98765,1.68888,-2.84976
41,1,good,0.971156,99.70326,25.0,325.96407,146427.67654,-0.37513,1.02595,1.02449,3.8107,-0.35156
42,1,good,0.976352,77.5595,51.0,-685.31693,430962.54848,-38.01048,0.92661,0.925,0.48642,-6.95259
43,1,good,0.979631,63.11002,35.0,-184.52138,306682.46016,-22.34998,1.00955,0.97678,2.13787,-2.48921
44,1,good,0.930322,70.79832,40.0,-177.6574,306950.84947,-18.72172,0.96677,0.96422,0.98463,-2.42797
45,1,good,0.988417,41.97874,29.0,-131.21226,484716.66728,-2.04624,0.97637,0.97515,0.78777,-1.79122
46,1,good,0.786694,36.70972,26.0,51.09995,253583.34951,-10.50588,1.08972,1.01431,4.84353,-1.25482
47,1,good,0.864745,66.64124,25.0,520.36997,200742.01496,-1.29771,1.16826,1.08557,7.87173,-0.14062
48,1,good,0.921034,71.55179,45.0,-176.99402,251036.60301,-18.58899,1.02969,0.99292,2.2106,-2.65142
49,1,good,0.966884,31.8522,22.0,235.7612,222357.74716,-6.3879,1.03652,1.02151,4.12302,-0.73947
50,1,good,0.976285,74.17797,26.0,-30.85207,490961.1955,-0.88589,0.99573,0.99302,2.18857,-2.32806
51,1,good,0.851007,80.38328,26.0,29.03481,681676.2506,-11.80274,1.00774,1.00393,3.10625,-2.40698
52,1,good,0.830041,55.88528,21.0,151.01227,556826.48801,-2.15452,1.01931,1.01199,4.83427,-2.63994
53,1,good,0.897179,31.7548,24.0,1361.699,352043.45278,-4.99856,1.09805,1.09453,16.06986,-1.2289
54,1,good,0.976952,109.74065,39.0,-1040.54577,622676.77086,-48.12706,0.91187,0.91152,0.09215,-10.46709
55,1,medium,0.818657,35.05479,29.0,43.47126,414779.59017,-3.64538,1.02621,1.00896,2.78853,-1.28454
56,1,good,0.812436,73.4135,27.0,67.62007,406060.3379,-8.21319,1.02632,1.01222,2.62415,-1.10903
57,1,good,0.834844,19.61407,33.0,-40.86807,624096.65265,-7.29436,1.00056,0.99648,1.68674,-1.68192
58,1,medium,0.84207,67.39144,34.0,223.91142,458680.45035,-5.66505,1.21406,1.06406,8.24779,-0.66552
59,1,good,0.700915,52.4838,27.0,116.5838,285090.53237,-6.36563,1.09724,1.02813,6.72567,-2.6218
60,1,good,0.975395,74.91454,36.0,145.22501,242219.88323,-1.74573,1.04351,1.02361,4.22217,-1.42192
61,1,good,0.921034,62.1448,27.0,-19.70057,244708.65284,-4.41883,1.04067,1.0135,2.16562,-1.34269
62,1,good,0.976759,37.74412,37.0,-47.53231,212713.84533,-7.41772,0.99468,0.98938,1.68795,-1.71545
63,1,good,0.998012,42.85158,31.0,-69.76649,323656.19329,-19.68106,1.00815,0.99633,2.5174,-2.06629
64,1,good,0.954583,50.96994,24.0,-91.47438,313246.5031,-21.70037,0.99522,0.9936,2.04973,-2.73577
65,1,good,0.809032,96.37876,24.0,141.26069,251603.23851,-0.64954,1.01187,1.01001,3.03126,-1.51172
66,1,good,0.830829,100.10526,43.0,-643.66005,294958.6397,-23.95267,0.93152,0.92676,0.44707,-6.69751
67,1,good,0.825781,73.48411,32.0,-159.41473,187690.57517,-18.79119,0.96416,0.95562,2.16937,-3.21332
68,1,good,0.975486,27.6143,36.0,-125.76392,329144.02588,-8.57112,0.9838,0.98169,1.1566,-2.1879
69,1,good,0.980192,80.30348,39.0,-658.99701,478023.62851,-33.51777,0.95825,0.93857,2.63088,-7.57004
70,1,good,0.891867,36.82758,26.0,159.78842,315997.61295,-3.59224,1.09585,1.0311,4.85392,-0.76332
71,1,good,0.926066,52.06106,21.0,308.95154,299841.9145,-1.23205,1.12341,1.06333,5.61984,-0.43527
72,1,good,0.881968,47.01865,23.0,162.97325,282122.84868,-15.43881,1.18901,1.0416,6.64246,-0.44024
73,1,good,0.966874,79.94906,37.0,-275.40691,423477.30557,-27.96429,0.95537,0.95183,2.38256,-4.77588
74,1,good,0.971045,84.45058,36.0,-313.83916,365017.25675,-7.97777,0.96541,0.96123,0.5446,-3.30788
75,1,good,0.940537,67.20505,17.0,204.36016,312942.89263,-6.94263,1.05767,1.03452,3.71329,-0.87564
76,1,good,0.997142,55.17052,34.0,8.22051,475243.27475,-6.02262,1.00459,0.99404,3.3319,-2.39916
77,1,good,0.944165,40.69536,30.0,471.68184,332552.42737,-1.85928,1.07324,1.06182,6.22705,-0.37435
78,1,good,0.997142,92.21696,37.0,-277.2432,542724.13296,-15.39439,0.97695,0.96953,1.99538,-4.36644
79,1,good,0.979631,78.30783,36.0,-582.38602,452128.75823,-26.4056,0.90117,0.89815,0.93436,-6.52117
80,1,good,0.966233,97.02567,43.0,-357.13208,407603.92645,-35.79735,0.94893,0.9416,0.9754,-4.24498
81,1,good,0.998012,28.44814,22.0,196.63341,580583.5269,-11.40929,1.02275,1.01528,4.10955,-1.58541
82,1,good,0.596746,20.83349,24.0,218.04157,286189.82806,-4.84006,1.12661,1.05325,5.27954,-0.65525
83,1,good,0.966021,67.63367,51.0,-48.09901,145100.98707,-15.95716,1.0521,0.99678,3.03288,-1.20739
84,1,good,0.92127,60.58208,42.0,-323.33015,316260.3097,-43.63775,1.029,0.97607,5.1701,-4.98657
85,1,good,0.998238,70.14053,45.0,-470.58435,294832.12854,-28.89911,0.9676,0.95637,1.30111,-4.95176
86,1,good,0.925014,97.70352,36.0,-55.6302,269175.6572,-2.61155,0.98604,0.98589,0.51288,-0.92885
87,1,good,0.91525,59.94518,16.0,-72.03957,242180.18174,-2.62675,0.98705,0.98572,0.47209,-1.05587
88,1,good,0.944375,57.81492,35.0,-31.02962,224977.09425,-3.39316,1.014,1.00875,0.56409,-0.56232
89,1,good,0.88719,29.11777,20.0,-78.61264,231234.49982,-0.49381,0.96355,0.96148,1.07386,-1.68368
90,1,good,0.963691,91.97728,19.0,-345.07052,318765.45192,-25.45598,0.92795,0.92398,0.38271,-3.68188
91,1,good,0.919891,19.09946,35.0,-59.41036,243177.97147,-5.84334,0.99098,0.98276,0.4649,-0.8801
92,1,good,0.919891,27.08014,20.0,30.52201,223846.94149,-1.4594,1.01335,1.0115,0.63755,-0.26378
93,1,good,0.904256,98.98261,20.0,-67.49867,176105.36258,-1.47261,0.99213,0.9906,0.41723,-1.01906
94,1,good,0.695437,78.0468,13.0,-10.4193,27173.12686,-2.11838,1.03931,0.98467,0.51332,-0.48551
95,1,good,0.827966,62.73758,29.0,143.30364,445567.37977,-1.30416,1.07847,1.03931,3.26717,-0.4215
96,1,medium,0.726754,63.51275,24.0,459.83578,589065.1837,-1.67441,1.1252,1.07566,7.79785,-0.5359
97,1,good,0.968101,60.99349,51.0,-502.79414,591099.97488,-23.97155,0.9548,0.9447,0.43117,-4.41148
98,1,good,0.98703,47.73325,43.0,-320.16688,615520.06385,-23.15659,0.97781,0.97268,0.91302,-3.34548
99,1,good,0.98703,60.72267,46.0,-520.43793,674900.34584,-29.3123,0.95112,0.9469,0.72392,-5.38798
100,1,good,0.998167,67.98671,49.0,-275.50719,529439.36541,-18.90404,1.00137,0.98621,2.00667,-3.2118
101,1,good,0.979155,61.6988,27.0,113.88066,327881.59551,-8.8704,1.01038,1.0082,3.18562,-1.73848
102,1,good,0.82801,99.60542,36.0,-399.37417,287450.54846,-13.94699,0.9656,0.96055,0.7237,-4.34347
103,1,good,0.840626,54.89571,41.0,-442.21552,257758.91119,-16.4434,0.94658,0.93506,1.23985,-4.89384
104,1,good,0.973185,70.18436,41.0,-406.59302,247253.99496,-15.05293,0.94919,0.93921,1.10594,-4.68312
105,1,good,0.833434,47.3929,20.0,681.98929,304587.12681,-7.9782,1.11655,1.08398,9.48199,-0.90301
106,1,good,0.787108,36.05314,30.0,40.87238,212427.1527,-14.48211,1.09202,1.01475,4.37093,-1.15208
107,1,good,0.798526,82.55201,23.0,96.69852,185529.82013,-35.74867,1.06201,1.02481,8.54495,-4.20166
108,1,good,0.908333,90.73372,39.0,-360.20308,307209.75836,-31.94013,1.02315,0.97407,6.00267,-6.76758
109,1,good,0.971607,26.31318,22.0,96.64812,246738.74585,-6.10258,1.02853,1.01705,2.88425,-0.97504
110,1,good,0.8539,67.91695,38.0,-272.88439,248027.25936,-18.30625,0.96309,0.95988,0.76261,-3.09588
111,1,good,0.905677,89.19702,39.0,-167.60902,234136.0384,-27.9745,1.00217,0.97832,2.45495,-2.86825
112,1,good,0.998238,52.38617,23.0,1229.88113,249166.54592,-5.67086,1.23008,1.18926,14.58917,-0.36321
