Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,4.48753672195567,22.7726074205434,23.1514126028588
SYN_SUM,0,5.96995777694979,11.8759246244359,13.5305384146965
SYN_SUM_WEIGHTED,0,5.66123739047574,6.5107478931206,7.96059702807178
SYN_SPREAD,0,1.15340444838224,0.722149868614676,0.764484688947279
SYN_AVERAGE_C1,0,0.00316092972578859,0.00458375226171138,0.00562800124397265
SYN_AVERAGE_C2,0,0.00337505020041441,0.000587204684057781,0.000642451038514536
ANT_MAX,0,-55.2884803413381,-11.0710420642096,-11.0710420642096
ANT_SUM,0,-23.3735011472278,-6.72151416957224,-6.41213347330643
ANT_SUM_WEIGHTED,0,-17.2239690914844,-2.90979562258009,-2.89685764786221
ANT_SPREAD,0,0.650196397434812,0.77918271323035,0.761039198818292
ANT_AVERAGE_C1,0,0.00458597263979614,0.00135772236328072,0.00117436943790542
ANT_AVERAGE_C2,0,0.000176668811301685,0.000333021931678626,0.000323964593549178
SUM_SYN_ANT,0,-17.403543370278,5.1544104548637,7.11840494139007
SUM_SYN_ANT_WEIGHTED,0,-11.5627317010087,3.60095227054051,5.06373938020957
