Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,19.5239478690555,19.5239478690555,21.2454706760297
SYN_SUM,0,2.88411337906627,4.99310431644899,8.96984384477111
SYN_SUM_WEIGHTED,0,1.64127486893337,2.7551868709299,5.50007463270619
SYN_SPREAD,0,0.38434598168555,0.505709951693917,0.649769411647918
SYN_AVERAGE_C1,0,0.00409762615721521,0.00546184558134289,0.0123965042626082
SYN_AVERAGE_C2,0,0.000218226583121337,0.000268149404678347,0.000424397757646388
ANT_MAX,0,-53.3307590684865,-39.4814930406069,-39.4814729541567
ANT_SUM,0,-57.179704632242,-38.3697494534051,-34.1769370924075
ANT_SUM_WEIGHTED,0,-52.4739663009164,-35.9039851189816,-32.7136492297122
ANT_SPREAD,0,1.03545700675691,0.985820165934242,0.930400416532388
ANT_AVERAGE_C1,0,0.00565927049073081,0.00421091573436749,0.00349604002050471
ANT_AVERAGE_C2,0,0.000184405175864019,0.000176197996948196,0.00016566628184854
SUM_SYN_ANT,0,-54.2955912531757,-33.3766451369561,-25.2070932476364
SUM_SYN_ANT_WEIGHTED,0,-50.832691431983,-33.1487982480517,-27.213574597006
