Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,25.5116369024027,29.6635432797722,35.0139722975525
SYN_SUM,0,18.5288845135503,22.1170244942563,24.8974203474938
SYN_SUM_WEIGHTED,0,8.40306555119544,8.24871924078843,9.17132165424621
SYN_SPREAD,0,0.85222736381021,0.863479112638871,0.84325026029186
SYN_AVERAGE_C1,0,0.00877435800571456,0.00748832452940842,0.00755034957610995
SYN_AVERAGE_C2,0,1.02313652579151,1.0663466792716,1.22915095367345
ANT_MAX,0,-19.3934470975973,-19.4181566017413,-19.3934470975973
ANT_SUM,0,-19.2958957011566,-13.7000313563472,-13.6314273555216
ANT_SUM_WEIGHTED,0,-17.2823074999297,-12.2111768514357,-12.1460720269512
ANT_SPREAD,0,0.997481768473122,0.839956472419419,0.838384348110854
ANT_AVERAGE_C1,0,0.0020415192694864,0.00171046555614666,0.00170412314587421
ANT_AVERAGE_C2,0,1.02114043843632,0.642073454475665,0.64169789341906
SUM_SYN_ANT,0,-0.767011187606268,8.41699313790913,11.2659929919722
SUM_SYN_ANT_WEIGHTED,0,-8.87924194873426,-3.9624576106473,-2.97475037270496
