drug0_conc,drug0_name,drug1_conc,drug1_name,drug2_conc,drug2_name,drug3_conc,drug3_name,drug4_conc,drug4_name,drug5_conc,drug5_name,drug6_conc,drug6_name,drug7_conc,drug7_name,drug8_conc,drug8_name,drug9_conc,drug9_name,expt,sample,value,bliss,num_drugs,loewe
0.3076923076923077,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.799139167862267,0.01214378633567903,2,-0.042468645797661235
0.3076923076923077,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.9617918313570487,0.022184792240325213,2,-0.023917662875875042
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.9132653061224489,0.01135997494278318,2,-0.06026823390839613
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.03461538461538462,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.994750656167979,0.0011236236442744296,2,-0.1375985501883486
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.007692307692307693,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,1.1179422835633626,-0.1214471617658528,2,
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.005384615384615385,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.9615894039735099,0.020396139292013005,2,-0.006121479831401635
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.2692307692307692,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,1.0110344827586206,-0.028394391816364495,2,
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.6923076923076923,SPE,0.0,TET,2-EC,EC_2-EC,0.9083665338645419,0.011822465798981607,2,-0.05544747755822166
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.038461538461538464,TET,2-EC,EC_2-EC,1.2402877697841728,-0.26659541930704966,2,
0.0,AMP,0.19230769230769232,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.7322485207100591,0.07141062590793756,2,0.03351860498672766
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.6753585397653195,0.0798256246771547,2,0.1236888128615708
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.03461538461538462,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.7005277044854882,0.11284880737381608,2,0.18049665828684644
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.007692307692307693,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.799721835883171,0.014161746294767075,2,-0.03178833897452447
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.005384615384615385,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,1.0528375733855186,-0.2508046340187605,2,
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.2692307692307692,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.8176670441676104,-0.015099505487526033,2,-0.1073675447876808
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.6923076923076923,SPE,0.0,TET,2-EC,EC_2-EC,0.6565656565656567,0.0949951919971983,2,0.1646058482546003
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.038461538461538464,TET,2-EC,EC_2-EC,0.9282758620689656,-0.13301635621600116,2,-0.5378553419022434
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.9160935350756535,-0.00015716481511951486,2,-0.1413241535132417
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.03461538461538462,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,1.4331450094161957,-0.4466291832036672,2,
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.007692307692307693,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.6297640653357531,0.3573667686708797,2,0.41494174241380966
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.005384615384615385,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.8005738880918222,0.17218371714121783,2,0.21880472197782216
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.2692307692307692,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.8950437317784256,0.07836227020026554,2,0.0952578833424079
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.6923076923076923,SPE,0.0,TET,2-EC,EC_2-EC,0.9688473520249221,-0.05730557443640982,2,-0.44427627102699074
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.038461538461538464,TET,2-EC,EC_2-EC,1.021978021978022,-0.057435676543769465,2,
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.03461538461538462,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.8086053412462908,0.11840598322222395,2,0.21807475229066886
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.007692307692307693,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,1.174757281553398,-0.2471680452312438,2,
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.005384615384615385,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.9326647564469915,-0.018581786814396595,2,-0.18358806328252164
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.2692307692307692,RIF,0.0,SPE,0.0,TET,2-EC,EC_2-EC,0.7343358395989974,0.18035641688941495,2,0.2693009859927633
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.6923076923076923,SPE,0.0,TET,2-EC,EC_2-EC,0.8390092879256966,0.017550260434420317,2,-0.023635413879569595
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.038461538461538464,TET,2-EC,EC_2-EC,1.0436681222707422,-0.137304885727646,2,
