Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,25.48304326253,46.6957092437775,58.1142383015264
SYN_SUM,0,15.098644744071,27.9899420475536,34.3811292540214
SYN_SUM_WEIGHTED,0,7.10576690312518,12.2555943375107,16.3562580757366
SYN_SPREAD,0,0.769738727564437,0.774216658418904,0.769163724204141
SYN_AVERAGE_C1,0,0.00545752935981803,0.00711865864002081,0.00867987425684496
SYN_AVERAGE_C2,0,1.12355713770782,0.98600858325089,1.01698348074462
ANT_MAX,0,-26.2362096589797,-22.8102451623289,-22.809668553588
ANT_SUM,0,-24.0791306489858,-15.9979264029282,-15.695886749503
ANT_SUM_WEIGHTED,0,-18.5167021994794,-12.0680754112661,-11.8411195131435
ANT_SPREAD,0,0.958009587005095,0.837465395353803,0.829532567146899
ANT_AVERAGE_C1,0,0.00341046369989598,0.00228207375779934,0.00220166134410597
ANT_AVERAGE_C2,0,0.303126105260097,0.274416549243143,0.275225293566687
SUM_SYN_ANT,0,-8.98048590491477,11.9920156446254,18.6852425045184
SUM_SYN_ANT_WEIGHTED,0,-11.4109352963542,0.187518926244636,4.51513856259307
