Parameters,nanchangmycin,artemether
EC50,0.014328609998782,0.00051620826403692
H,7.33615892588336,5.53934431547796
Ucinf,11.7146133239639,7.15651103879521
chi2,5714.37995599326,708.49516175165
good_of_fit,0,0
