Parameters,tafenoquine,artemether
EC50,0.00954486343433892,0.185967807510059
H,3.61264059822932,9.99999999999999
Ucinf,10.3954435469342,39.8219272447871
chi2,3054.76138465953,6063.4128565706
good_of_fit,0,0
