Parameters,panobinostatlbh589,nitd609
EC50,0.0020511035003642,0.0857384194629156
H,9.94952675318996,3.51120452443128
Ucinf,0.202878779364107,2.2946490938983
chi2,76.7322153521372,264.807730246563
good_of_fit,0,0
