Parameters,monensinsodiumsalt,artesunate
EC50,0.00693686055735963,0.00137618339542841
H,5.7066559892743,3.10894480929048
Ucinf,6.63562130204324,11.238976740333
chi2,7890.40375023017,1303.34235502858
good_of_fit,0,0
