Parameters,azithromycin,halofantrine
EC50,0.00106948675455481,0.397893639150648
H,6.19609596165321,1.95211743837232
Ucinf,1.04227681702004,55.6042328163848
chi2,159.292107367054,269.10806693646
good_of_fit,0,0
