Parameters,emetine,nvpbgt226
EC50,0.00160526685001288,0.126460631725661
H,3.57782792674259,5.1094747635945
Ucinf,6.81466994528356,3.44203433607354
chi2,164.433447490727,75.0626041596394
good_of_fit,0,0
