Parameters,manidipinedihydrochloride,halofantrine
EC50,0.000552359096188752,2.41365951387967
H,5.51861088588378,3.37117110886841
Ucinf,0.764585540836693,22.906244586206
chi2,384.201366964081,707.273090184571
good_of_fit,0,0
