Parameters,torin2,nvpbgt226
EC50,0.00116933314162683,0.000978917032257469
H,9.99999999999999,5.94483784310166
Ucinf,23.9946051571799,10.3899482801469
chi2,18847.7676734723,1966.25139570629
good_of_fit,0,0
