Parameters,ivermectin,decoquinate
EC50,0.00223458865150668,1.81858687309104
H,5.12771791320953,1.57131635188846
Ucinf,21.0021576234059,0.940858883332824
chi2,912.054381363846,717.5962511277
good_of_fit,0,0
