Parameters,gsk2126458,mefloquine
EC50,0.0423165927321402,0.0499999999999997
H,2.56739735165822,9.99999999999994
Ucinf,0,39.363416940267
chi2,260.083305082759,519.891903561968
good_of_fit,0,0
