Parameters,piperaquine,artemether
EC50,0.0262934540227071,0.0368804790437416
H,9.99999999998617,3.22887499964314
Ucinf,23.3741376264692,8.59739237909931
chi2,6585.69894874802,1482.85703084981
good_of_fit,0,0
