Parameters,elactocin,artesunate
EC50,0.0145777856911199,0.374999999999997
H,9.99999999999963,9.99999999999992
Ucinf,2.29628471437073,48.355837339339
chi2,1699.4966539601,1790.31997189457
good_of_fit,0,0
