Parameters,pkc412,artesunate
EC50,0.0168169025557159,0.628914628823794
H,6.29722389227845,1.9424564160152
Ucinf,1.79806073745261,0.794451580565175
chi2,30.8582031573823,34.2113237389513
good_of_fit,0,0
