Parameters,atovaquone,lumefantrine
EC50,0.0152949502228371,0.0010686223311194
H,9.99999999999991,9.22598563027099
Ucinf,21.2132215847629,11.5779355319551
chi2,10852.2000301659,3175.09077309011
good_of_fit,0,0
