Parameters,bix01294,artesunate
EC50,0.0137955133039108,0.0778350906895217
H,6.20539413187237,7.04487990064296
Ucinf,0.933458825846761,1.81011452866683
chi2,52.6994403484537,105.639883447708
good_of_fit,0,0
