Parameters,nvpbgt226,chloroquine
EC50,0.320883133968546,0.00182848848298476
H,8.20133525794011,4.35694760062118
Ucinf,0,12.3301745101498
chi2,149.440225672625,114.886638422175
good_of_fit,0,0
