Parameters,zstk474,nvpbgt226
EC50,0.000838404015824413,0.262867879844451
H,4.12681117278466,0.619606668044708
Ucinf,11.6291070299121,0
chi2,827.27262511269,2519.51400513536
good_of_fit,0,0
