Parameters,gsk2126458,propafenonehydrochloride
EC50,0.615119798814907,0.0152123649055797
H,1.27284632431488,7.57334969287953
Ucinf,0,26.2430773925847
chi2,1357.49218304555,490.231523663924
good_of_fit,0,0
