Parameters,azithromycin,halofantrine
EC50,0.000473661964457972,0.269185621140965
H,3.5455639191068,4.32162242989402
Ucinf,0.309202918220786,54.568588678242
chi2,60.6256494348172,692.640881813688
good_of_fit,0,0
