Parameters,genz669178,atovaquone
EC50,0.000621311974881991,0.0294206119010858
H,4.80832430454027,3.44869295782205
Ucinf,12.0412156875051,2.28489159708943
chi2,328.063122564731,499.892497501888
good_of_fit,0,0
