Parameters,pkc412,halofantrine
EC50,0.000964121144068983,0.209978388338173
H,6.65192214867754,2.68039095195396
Ucinf,0.137673759757306,4.23726375489087
chi2,114.011853695328,30.2689479800695
good_of_fit,0,0
