Parameters,kn62,gramicidin
EC50,2.82553148283023e-05,0.31217478174413
H,1.75529186132274,2.75322241349033
Ucinf,0,1.36627235705835
chi2,14.0682371614445,488.718934780661
good_of_fit,0,0
