Parameters,mefloquine,artemether
EC50,0.0170849720849135,0.0271632948415531
H,9.5139952643941,2.33885871310919
Ucinf,0.403009768707069,0
chi2,20.692543964198,120.871050594469
good_of_fit,0,0
