Parameters,emetine,artenimol
EC50,0.000470812550938526,0.117045960514995
H,7.71252965367886,4.69695510305108
Ucinf,22.4517785600824,0.747114839505036
chi2,3088.11118441365,910.336357394549
good_of_fit,0,0
