Parameters,bix01294,chloroquine
EC50,0.0228762537884575,0.0467416811952842
H,7.30565559419062,7.12226623398647
Ucinf,0.632931147572857,1.36849556182901
chi2,117.014663996542,67.2655793444544
good_of_fit,0,0
