Parameters,emetine,artenimol
EC50,0.00134515212690994,0.130967874131996
H,4.26869716049615,4.79525927500225
Ucinf,0.190231196632368,2.90175403847841
chi2,36.9710098609888,40.5970163609975
good_of_fit,0,0
