Parameters,panobinostatlbh589,atovaquone
EC50,0.000773835739853342,0.0570520999500062
H,9.99999999999997,1.99498679503763
Ucinf,10.9278855294882,1.82221959535064
chi2,1287.04201679473,838.891323220009
good_of_fit,0,0
