Parameters,amodiaquine,methyleneblue
EC50,0.0212735488141842,0.18359685329077
H,3.85785477683531,9.99999999999838
Ucinf,0.729304831998767,1.23437170811157
chi2,53.9088884021598,131.640132941902
good_of_fit,0,0
