Parameters,decoquinate,gramicidin
EC50,2.65647611511829e-05,0.00607334168842429
H,2.1998419474161,2.7034011427613
Ucinf,0.275546606574623,5.56383423909233
chi2,3.5849420000798,63.2022253790803
good_of_fit,0,0
