Parameters,chloroquine,halofantrine
EC50,0.00108834103278338,0.0232721892668534
H,5.05813430043635,9.99999999999998
Ucinf,0.537333129801121,0.237456326894536
chi2,23.6448081088662,404.876409540589
good_of_fit,0,0
