Parameters,torin2,artesunate
EC50,0.0189679876350232,0.000985233496373165
H,5.5537541463556,7.17890609768596
Ucinf,2.09035979931096,11.084385665062
chi2,38.2031649050612,133.81272793666
good_of_fit,0,0
