Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,ANT_SUM_SAN,ANT_SUM_LOEWE,ANT_SUM_BLISS,ANT_SUM_HSA,QA
emetine_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,emetine,nvpbgt226,0.01,0.75,0.00160526685001288,3.57782792674259,6.81466994528356,0.126460631725661,5.1094747635945,3.44203433607354,0,-34.3805815960163,-13.4885633238097,-9.83252254710405,1
emetine_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,emetine,nvpbgt226,0.01,0.75,0.00110290672616666,9.99999999999998,8.65657730183468,0.165070362267943,9.99999999999997,7.8901214575249,0,-74.3722275406767,-62.5081402604815,-58.0437054987259,-1
febrifugine_nanchangmycin_PLASMODIUM_FALCIPARUM_DD2,TestData,febrifugine,nanchangmycin,0.01,0.025,0.00093003640859542,2.70087687203561,2.16246210464461,0.00251599101119235,6.61547483885082,0.996764492070751,0,-28.5371243618026,-8.20476337514104,-6.50746736481379,1
febrifugine_nanchangmycin_PLASMODIUM_FALCIPARUM_HB3,TestData,febrifugine,nanchangmycin,0.005,0.0125,0.000357602708058172,2.15805226892823,0,0.00135821183216609,10,1.00987920209095,0,-40.464720112384,-20.8034721207479,-18.9390838021929,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_3D7,TestData,genz668764,gramicidin,0.005,0.375,2.18202952065639e-05,2.91084076446635,0,0.0556541327759885,2.15120870418058,0,0,-3.61020390606806,-2.21086113320086,-1.64825937892354,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_DD2,TestData,genz668764,gramicidin,0.01,0.75,3.98484696625774e-05,1.70147060445189,0.101499335483823,0.315466201507246,2.83440387613252,0,0,-8.9164976551295,-7.13984037627943,-6.26606244850822,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_HB3,TestData,genz668764,gramicidin,0.01,0.75,0.000133563923881256,10,25.1931656823928,0.155792659608858,5.64772065466284,8.14592999797644,0,-25.5738053883604,-35.6377403321999,-24.3479693882036,-1
genz669178_amodiaquine_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,amodiaquine,0.25,0.175,0.195159565657013,9.99999999999998,0,0.0407192572827585,3.26816075292198,12.9111506976894,0,-48.0852449021181,-28.210315259553,-27.9539892338627,-3
genz669178_amodiaquine_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,amodiaquine,0.25,0.175,0.118400627115259,4.14335350468034,1.64159575777541,0.0239342378626306,1.27558268813403,0,0,-96.9957145712137,-81.5221120975971,-75.9263452637796,-1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,atovaquone,0.025,0.175,0.004332209141451,4.91785405991523,22.5390547515024,0.0185952342684258,3.7417109144899,0,0,-16354.5719123487,-16349.1834548642,-16348.8215571872,-1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,atovaquone,0.025,0.175,0.00472892712748729,2.20322885814075,10.7307282952725,0.0453981100533955,3.59644551216945,14.9828448346228,0,-22.0353999955892,-16.9973226932722,-16.4279412340957,1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,atovaquone,0.025,0.175,0.000621311974881991,4.80832430454027,12.0412156875051,0.0294206119010858,3.44869295782205,2.28489159708943,0,-49.1302862029782,-32.9435826937262,-29.0967751745689,-3
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,clobetasonebutyrate,5,0.0875,1.30928345296621,1.97138253049451,1.46616521954785,0.0174159464660241,3.898182244288,12.4127630119727,0,-9.60124735682435,-8.66079805908437,-8.04942632176934,1
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,clobetasonebutyrate,5,0.0875,2.14291383288332,2.38869862633676,0,0.0211883997718648,1.97165241264355,15.7651760119708,0,-19.3841777142099,-13.7238287864332,-13.1153092761271,1
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,clobetasonebutyrate,5,0.0875,3.04802131569918,3.67359321163808,0,0.0388825809493748,2.54905459009492,0,0,-23.2994939926385,-18.8723888789027,-18.7357292102654,1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,decoquinate,0.25,0.175,0.00361146459487381,10,19.7713712383234,0.0654120481226241,4.16773586463035,40.2569825705075,0,-158.396531228657,-156.91889725383,-147.98537432277,-1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,decoquinate,0.25,0.175,0.00736712003060376,2.89033895941198,6.76257504961579,0.0392342367621727,2.62544890295202,8.72750374015792,0,-10.7978064742966,-6.65982844390765,-4.8698835499427,1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,decoquinate,0.125,0.0875,0.00846259360579712,2.6319574060425,3.12262257381908,0.0342072928206368,2.09202551481356,0,0,-18.4492713898797,-11.8745457590961,-10.2263093047525,1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,methyleneblue,0.075,0.175,0.00846721270202995,10,26.231854695123,1,0,100,0,-7951.22386911172,-7951.22386911172,-7951.22386911172,-1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,methyleneblue,0.075,0.175,0.020000529633829,5.23359136685353,3.1627333643075,0.0496928398960335,2.5569350084038,4.26193577321181,0,-12.6720424280909,-7.05274462871071,-6.64314138557715,1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,methyleneblue,0.0375,0.0875,0.00341563039758655,2.46037801196887,0,0.0209666055073108,2.2815781633458,0,0,-20.8751811269819,-10.0221816260526,-9.02576402598594,1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,methylrosanilinechloride,0.075,0.175,1,0,100,0.0178328698307486,0.983046420134515,0,0,-3433.86271794818,-3433.86271794818,-3433.86271794818,-1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,methylrosanilinechloride,0.075,0.175,0.0543946986325313,9.99999999999312,69.3126724458297,0.0370906221453525,2.86750003283745,15.3764763754415,0,-24.338063366967,-21.8138109556618,-21.6661318155466,1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,methylrosanilinechloride,0.0375,0.0875,0.0152656308071759,5.21185262127259,28.1613074572066,0.0293782422274869,2.16073447967639,0,0,-22.1001394493469,-14.9327924109371,-14.7430874885812,1
genz669178_ml238_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,ml238,0.05,0.175,0.00696872993119799,9.99999999999977,51.5524990975772,0.0296749153056507,10,16.9747724123096,0,-8734.18661745271,-8725.6621093012,-8720.48671975879,-1
genz669178_ml238_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,ml238,0.05,0.175,0.0220709849792952,1.4113871463776,0,0.0443589949739081,2.88313672701656,9.09605836915674,0,-16.778284819949,-12.487772395819,-12.0668051885678,-3
genz669178_ml238_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,ml238,0.05,0.175,0.00518791246600496,10,19.4301578191492,0.0357407344016993,1.47844816428474,0.816383141040211,0,-28.7417718637026,-25.8186304039917,-21.4246963821376,-1
genz669178_nitd609_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,nitd609,0.01,0.175,0.00127933021094132,9.99999999999982,0,0.051006027591241,9.99999999999998,64.7585027358279,0,-10135.833545911,-10131.9139592227,-10129.3089695678,-1
genz669178_nitd609_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,nitd609,0.01,0.175,0.00194645202969221,10,0.149954864941299,0.0413298024191411,4.07461496665267,14.8654324625143,0,-53.2321886813524,-34.3169926768414,-33.528195785205,-3
genz669178_nitd609_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,nitd609,0.01,0.175,0.0014280552178163,9.99999999999996,1.73304138794164,0.039457472263463,9.99999999999998,6.68858314708474,0,-87.4315792395168,-61.078264494064,-59.5871180756368,-1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,proguanil,0.175,0.175,1,0,100,0.0328385341096366,9.99999999999993,7.63217079867733,0,-47.6361686230252,-47.6361686230252,-47.6361686230252,-1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,proguanil,0.175,0.175,0.175,2.02704960139511,14.5478960599745,0.0506086347662194,3.25775028093973,9.13767057744814,0,-48.1711709745224,-39.5810564291259,-38.7713462112216,1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,proguanil,0.175,0.175,0.0311737171956163,1.25259641920598,0.084232338319401,0.0256643345722136,1.14633241693708,0,0,-59.0420441973,-61.0765888475482,-42.8628455025651,-1
gramicidin_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artemether,0.025,0.005,0.00393519070986318,2.02421570874384,0,2.40741790463881e-05,2.69645200692651,1.0766227629544,0,-7.98692990916044,-5.48740086429102,-4.78208231655295,1
gramicidin_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artemether,0.05,0.01,0.0134228293766708,10,0.610058207849384,0.000256412431662163,9.99999999999999,1.73024302383981,0,-31.2107942555352,-7.85927227226959,-7.39847954376491,-3
gramicidin_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artemether,0.025,0.005,0.00579352876842432,4.62023475500033,0.928760527329142,2.17586050054996e-05,2.3459080488693,0,0,-41.2476696990179,-35.5140874388592,-34.8136773093618,-3
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artenimol,0.0125,0.005,0.000608716433286981,2.76265279784197,0.866014706953849,2.47722083351136e-05,3.61674631592161,1.06033960016972,0,-15.3035294941868,-10.7059418459371,-7.38716894349795,1
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artenimol,0.025,0.01,0.00216504322466555,4.05011472606617,0,0.000298793796254432,9.99999999999925,0,0,-23.0626303887334,-6.46199490087548,-6.33533775795567,1
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artenimol,0.0125,0.005,0.000518947525324353,3.32301465728426,1.53136731286256,2.77268597680117e-05,3.33820503512764,1.63756977825524,0,-12.1419563604865,-9.61718212538758,-6.85214663815951,-3
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artesunate,0.025,0.005,0.00304119141743896,3.5185266591074,0.507641464570313,2.87120577997292e-05,3.3581516137259,0.286342530872924,0,-17.0474817400228,-10.5442262073735,-8.26953243817843,1
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artesunate,0.05,0.01,0.0157833605635527,7.79136504100438,1.73217872722179,0.000268187885078253,9.99999999999998,2.11254372195567,0,-23.3735011472278,-6.72151416957224,-6.41213347330643,-3
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artesunate,0.05,0.01,0.00623484261461549,3.2258017991413,5.64538059519533,0.000254684400520535,10,1.32510948139226,0,-28.6538408280484,-11.4205070109778,-10.4137499747644,-3
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,atovaquone,0.0125,0.005,0.000786352913084658,1.24215023876519,0,2.23409700010209e-05,1.83814483397405,0.195305381665456,0,-2.69142031921573,-3.37546486562075,-1.64101453750695,1
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,atovaquone,0.025,0.01,0.00326201511078125,0.732344167550005,0,0.000252359009233521,10,0.550284436253679,0,-42.21027418636,-31.6099373801796,-29.3725378383993,1
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,atovaquone,0.0125,0.005,0.00160108660919458,1.3136786461626,2.7262558790024,4.10256845802045e-05,1.09931655710063,0,0,-14.8575954190159,-15.4340181205169,-12.7060696681099,-3
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,nitd609,0.005,0.005,0.000551660267120662,4.68054800021223,0,2.53210644193592e-05,1.95116975264308,0,0,-2.85194820841899,-1.24687364042429,-1.16693467210426,1
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,nitd609,0.01,0.01,0.00227395795098316,10,0.218388784155094,0.000250735328998837,10,0.433102686037523,0,-46.6037310936657,-26.0445838499976,-25.9398260534136,-3
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,nitd609,0.01,0.01,0.00171479568724541,5.6663541969472,0.074805106794873,0.000247974938087473,10,0.0720208770218944,0,-48.7673891193822,-26.2982867731606,-25.7955819134032,1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artemether,0.05,0.05,1,0,100,1,0,100,0,-228.945715620985,-228.945715620985,-228.945715620985,-1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artemether,0.05,0.05,0.0330335852026777,10,0,0.0290765038591622,10,68.3154773553932,0,-21.8005564564269,-18.4451697160379,-18.4451679639483,1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artemether,0.05,0.05,0.0297215731695157,9.99999999999997,23.1694540258868,0.0485911162266174,9.99999999999996,0,0,-101.759063751005,-102.67896247155,-102.542515860418,-1
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artenimol,0.025,0.05,0.00316325963081644,2.06970045912027,23.7700312613431,1,0,100,0,-8203.65582759128,-8203.65582759128,-8203.65582759128,-1
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artenimol,0.025,0.05,0.00317516157830091,3.87744640771783,0,0.0357197561539139,9.99999999999558,68.8659622101797,0,-13.5480929722227,-7.56728787207805,-7.19947991864869,-3
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artenimol,0.025,0.05,0.0030931803243599,2.5150678136571,0,0.0274285847339458,9.99999999999998,37.7775750017959,0,-34.4931999704646,-19.1431222701645,-18.7769939772793,1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artesunate,0.05,0.05,0.029883252367285,3.59116343569276,0,0.0442632555780018,9.99999999999999,0,0,-62.4410746761629,-60.3027128855647,-60.2961838714034,-1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artesunate,0.05,0.05,0.018472385460318,7.41431007838854,2.61139021415932,0.05,9.99999999999998,40.3926344794323,0,-47.3026224028323,-36.4502378982012,-36.4457145753838,1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artesunate,0.05,0.05,0.00992243505660826,9.99999999999995,7.53692583696236,0.0309416832229262,9.99999999999999,42.2645499066431,0,-68.1982971329013,-53.582719230582,-53.368516767383,-1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,chloroquine,0.5,0.05,0.0599830651329817,9.9999999999993,81.2689102223171,0.0258872941242442,9.99999999999889,33.3764264061536,0,-61.1337356470041,-63.873650024761,-63.8736500206366,-1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,chloroquine,0.5,0.05,0.320503486900433,9.99999999999997,2.06130531759528,0.0499999999999997,9.99999999999996,50.9097492574818,0,-22.508106449657,-20.8421739117901,-20.8421739069399,1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,chloroquine,0.125,0.025,0.0240449373983382,10,0,0.012257583445238,9.99999999999999,3.9827683810004,0,-53.6290780410174,-29.0532282015159,-28.9782299239723,-3
gsk2126458_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,halofantrine,0.025,0.025,0.00103142083975122,5.51879121544398,1.38418490944636,0.0176241059646755,9.99999999999844,28.7722984285757,0,-60.783851749248,-42.1171680654886,-41.9888360045098,-1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,lumefantrine,0.025,0.025,0.0029750461937841,1.94006492615973,0,0.0151127632443681,4.02599423911118,0,0,-27.012018689596,-13.2967848780347,-12.2369743070488,1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,lumefantrine,0.05,0.05,0.0128659560572726,2.62154179010987,0,0.0499999999999986,9.99999999999998,38.2632523403524,0,-30.6291229770563,-18.6986835069288,-18.6789687991275,1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,lumefantrine,0.05,0.05,0.0098470508921921,5.08382578922424,7.07162651548031,0.0499999999999999,9.99999999999991,69.6511641350719,0,-70.410972640094,-64.4150714290368,-64.4082055222947,-1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,mefloquine,0.25,0.05,0.0654078144303178,9.99999999999941,79.8261401930185,0.0442270202898292,9.99999999999994,0,0,-8093.28058135529,-11329.2965010255,-11329.2965010255,-1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,mefloquine,0.25,0.05,0.0423165927321402,2.56739735165822,0,0.0499999999999997,9.99999999999994,39.363416940267,0,-18.348005664436,-15.2425262112862,-15.2253925069446,1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,mefloquine,0.25,0.05,0.0301958821704613,3.35798172624896,16.1570498041664,0.0411182824819422,9.99999999999804,56.9259639261041,0,-14.5955211300479,-14.0962797458728,-14.0929737075532,-1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,proguanil,0.0875,0.025,3.418e-06,0.1,33.2585685395508,9.77e-07,0.1,19.0325683149487,0,-113.502951918553,-190.499430583311,-113.455524066912,1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,proguanil,0.175,0.05,0.127476013063029,3.5063980172707,26.5930299990992,0.0499999999999977,9.99999999999992,61.8915240321428,0,-13.5844604114421,-8.61407406742663,-8.51655869881989,1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,proguanil,0.175,0.05,0.0711908373647117,1.31578236779553,0,0.0339808183301819,6.76697903431534,43.3126200697762,0,-35.6370870085324,-26.9300259589644,-26.8105428736897,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,propafenonehydrochloride,5,0.025,0.615119798814907,1.27284632431488,0,0.0152123649055797,7.57334969287953,26.2430773925847,0,-70.9924002556523,-53.8166899124182,-50.600144311799,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,propafenonehydrochloride,10,0.05,2.3200134146851,3.31518092463034,0.798673168942587,0.0278645265167089,9.99999999999999,66.1487601539182,0,-8.65968018178913,-4.33298451405997,-4.29824004117874,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,propafenonehydrochloride,10,0.05,3.17375717963608,4.93241465287193,6.75736399073424,0.05,10,0.238812807314714,0,-58.7690578978903,-43.083544758357,-42.334853974468,-3
halofantrine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artemether,0.025,0.025,0.00361010298634398,5.75849004640108,0.560138693125734,0.00058674688345314,1.746135949561,0,0,-11.534330857597,-8.14269349163442,-7.66824643456399,1
halofantrine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,halofantrine,artemether,0.025,0.025,0.00517057892754479,5.71115634208681,0.0973779225162397,0.00207161468352066,5.30316545954431,0.611403442088787,0,-13.2579028474861,-5.71190937968405,-5.60400604630174,1
halofantrine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,halofantrine,artenimol,0.0125,0.025,0.000521863865898903,2.9109135656818,1.536250865794,0.000550202568283019,3.57852056194917,0.732556723562083,0,-12.463229433236,-4.06032781981348,-3.1073219357286,1
halofantrine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artenimol,0.0125,0.025,0.00061519299236063,3.695611027935,1.52563204869285,0.000411344191613082,2.05940195085089,0,0,-20.840967132048,-10.912495915295,-9.47999281803589,1
halofantrine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,halofantrine,artesunate,0.025,0.025,0.00338289559410559,3.71565869363399,0,0.000838102225189544,3.5616656652222,0.391780355088872,0,-2.42688089224416,-1.33470953886515,-1.02420175504194,1
halofantrine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artesunate,0.025,0.025,0.00344769352261412,6.80646900588882,2.09816526962358,0.000747470328675813,1.9448484407659,0,0,-13.0190684668662,-4.9761750660986,-3.78940273652678,1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,ink128,mefloquine,0.25,0.175,0.108455813366323,9.99999999999999,24.6308019697174,1,0,100,0,-9925.39781938585,-9925.39781938585,-9925.39781938585,-1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,ink128,mefloquine,0.25,0.175,0.0453927996686607,2.40019993964997,0,0.175,9.99999999999997,13.2842768811326,0,-22.9312386960989,-5.67250310888718,-5.45125849248046,1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,ink128,mefloquine,0.25,0.175,0.040385002017614,3.27039873124578,1.70501276295602,0.152295397821694,9.99999999999999,0,0,-60.3563177497211,-49.1284395235192,-48.8173394360898,-1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,ink128,nvpbgt226,0.01,0.175,0.00713021963070387,2.98775173880373,0,1,0,100,0,-252.30152445397,-252.30152445397,-252.30152445397,-1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,ink128,nvpbgt226,0.01,0.175,0.00203039234186108,4.26948402938339,9.39272071736256,0.1732938804023,9.99999999999999,0,0,-14.2504261894527,-10.6250207411969,-10.3887723788236,1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,ink128,nvpbgt226,0.01,0.175,0.000986437155753654,10,17.7120870144072,0.14551242190911,10,0,0,-71.3062892838673,-66.1630653647447,-65.9220441066168,-1
ivermectin_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_3D7,TestData,ivermectin,clobetasonebutyrate,5,5,1.16653482370313,1.93438340868185,1.55827789863667,1.30520879356032,2.40887725757429,6.2128289145012,0,-13.183254881227,-9.84858253109675,-9.15240179613165,1
ivermectin_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_HB3,TestData,ivermectin,clobetasonebutyrate,5,5,2.59689549666286,3.17018183976344,0,2.15235577197259,10,12.3613427200554,0,-28.9967803852915,-26.2339020981141,-26.0684393281129,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_3D7,TestData,ivermectin,decoquinate,0.125,5,0.00162566304333371,1.16733241433807,1.12412470336802,1.10957080887779,2.82540766617062,0.990545116345248,0,-34.219003822734,-32.0513173576057,-29.7889707166157,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_DD2,TestData,ivermectin,decoquinate,0.25,10,0.00625831032440873,2.78142045374748,6.03564372899444,2.38029369486539,3.39832499491672,4.89136315290073,0,-1.60610240634517,-3.05228030708573,-1.11431071165291,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_HB3,TestData,ivermectin,decoquinate,0.25,10,0.00223458865150668,5.12771791320953,21.0021576234059,1.81858687309104,1.57131635188846,0.940858883332824,0,-8.25367981250331,-11.4298111170142,-6.56748067431425,-1
kn62_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artemether,0.05,5,0.0499999999999907,9.99999999999929,15.4124482708788,4.49114586076207,9.99999999999991,0,0,-8401.25013563432,-8422.01947592304,-8421.76692832975,-1
kn62_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artemether,0.05,5,0.0304028672045281,9.99999999999999,1.1304332736673,1.53651460605948,1.88289684374465,0,0,-47.0145677750936,-36.9339041182847,-36.9295810550916,1
kn62_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artemether,0.05,5,0.0447541381393164,9.99999999999981,0,1.68733389062298,3.57142148266164,12.0607319441831,0,-81.6619815034836,-78.3461099811163,-77.9604403733683,-1
kn62_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artenimol,0.025,5,0.00326158795797215,9.99999949619647,46.1527863385445,5,9.99999999999997,2.24784032304686,0,-8892.51408013519,-8887.72952329451,-8884.74277381635,-1
kn62_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artenimol,0.025,5,0.00255388439722457,4.04460232065318,0,1.95443549657689,2.20693761257432,0,0,-4.36963019460797,-2.89028247353211,-2.84785227441145,1
kn62_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artenimol,0.025,5,0.0037046254121178,3.94971323583945,13.9670109955123,0.768461079505862,1.78548787934955,7.96643694779092,0,-37.5121076287981,-32.2066207576081,-28.5256137475507,-1
kn62_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artesunate,0.05,5,0.0118200774228826,9.99999999999998,44.7940684321101,2.67977872152304,9.99999999999995,0,0,-41.1500984350216,-46.4743769773376,-46.4743769773255,-1
kn62_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artesunate,0.05,5,0.0149304590248101,6.64504660770592,0.774582525921991,2.00835397275316,1.70980896352848,0,0,-22.8078776110234,-12.8566950386406,-11.8344998484447,1
kn62_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artesunate,0.05,5,0.00786174873844503,6.18703964680907,16.1454648423769,1.49869745776869,1.45424315765654,0,0,-44.0578449351258,-28.9105932544016,-26.2346684260878,-1
kn62_gramicidin_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,gramicidin,0.005,2.5,2.82553148283023e-05,1.75529186132274,0,0.31217478174413,2.75322241349033,1.36627235705835,0,-2.22986694333683,-1.4756830340651,-1.28547676341168,1
kn62_gramicidin_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,gramicidin,0.01,5,0.000274405305926965,9.99999999999999,3.05585095916465,1.59370794078974,1.29979739097248,0,0,-24.7102571459386,-11.8471309554182,-11.305925212911,1
kn62_gramicidin_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,gramicidin,0.01,5,0.000252101022609512,9.99999999999999,34.4805415000339,1.32936298970069,9.99999999999994,14.9547623455878,0,-16.5847139507074,-20.4230750668982,-13.9699582869816,-1
kn62_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,halofantrine,0.025,2.5,0.000888049123031542,3.31113856909784,0.610051107710696,0.570444756066801,1.83081749724584,0,0,-0.715110895699465,-0.950754274751515,-0.638423951297957,1
kn62_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,halofantrine,0.025,2.5,0.00077565314777659,2.10941587587226,0.297369475288711,0.642254727577791,1.00033339832698,0,0,-3.88810341291982,-3.63138367285354,-2.93795302120151,1
kn62_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,halofantrine,0.025,2.5,0.00162905537804511,3.23305792387838,0,0.598961368471864,4.43909373297099,1.59374551761276,0,-9.1062429382243,-4.75447061011321,-4.66955847795335,1
