Parameters,genz669178,atovaquone
EC50,0.00472892712748729,0.0453981100533955
H,2.20322885814075,3.59644551216945
Ucinf,10.7307282952725,14.9828448346228
chi2,524.008661821607,508.409323014656
good_of_fit,0,0
