Parameters,nitd609,proguanil
EC50,0.0225672702392433,0.00058517640784369
H,1.65326795871476,4.13595990116061
Ucinf,16.0707116055275,0
chi2,434.947521839343,590.555310826647
good_of_fit,0,0
