Parameters,bix01294,artenimol
EC50,0.00341209760094303,0.0286965623947404
H,4.00227006723105,5.91085419453709
Ucinf,17.0285525302599,5.59755990263368
chi2,3300.57311767357,1866.38905047551
good_of_fit,0,0
