Parameters,azithromycin,chloroquine
EC50,0.499664740092938,0.757127027451091
H,9.99999999999997,3.68351717961408
Ucinf,0,51.1581891170225
chi2,80.0063150883735,1366.43146243857
good_of_fit,0,0
