Parameters,nvpauy922,artemether
EC50,0.0299318492667765,0.0822954616714167
H,3.21536409118829,3.71078200116506
Ucinf,70.7458401810743,0.854808730604051
chi2,58.0181279759987,114.953397991137
good_of_fit,0,0
