Parameters,genz669178,clobetasonebutyrate
EC50,2.14291383288332,0.0211883997718648
H,2.38869862633676,1.97165241264355
Ucinf,0,15.7651760119708
chi2,550.789380582171,481.483293874656
good_of_fit,0,0
