Parameters,propafenonehydrochloride,methyleneblue
EC50,0.0237299358030954,2.64975371985048
H,6.86783675727851,9.99999999999975
Ucinf,17.8151025117622,14.1792217624307
chi2,15611.3695160329,3392.82512181983
good_of_fit,0,0
