Parameters,nitd609,atovaquone
EC50,0.000461188668463089,0.00058423631588106
H,1.59355682220482,9.99999999999997
Ucinf,5.2489215244759,0.208791110053197
chi2,44.6223547862788,408.578035274012
good_of_fit,0,0
