Parameters,gsk2126458,artesunate
EC50,0.00992243505660826,0.0309416832229262
H,9.99999999999995,9.99999999999999
Ucinf,7.53692583696236,42.2645499066431
chi2,1549.1146299166,3602.16818552115
good_of_fit,0,0
