Parameters,pkc412,mefloquine
EC50,0.0280806983901364,0.363504903188041
H,6.92434888513486,1.19518586572098
Ucinf,17.3020836696517,0
chi2,3450.73606514561,1444.85760616294
good_of_fit,0,0
