Parameters,tafenoquine,artesunate
EC50,0.0176094048100851,0.175406810322837
H,7.07695354138974,2.95173691798861
Ucinf,2.43087860939448,7.70384461003409
chi2,75.1632201121188,174.483561255507
good_of_fit,0,0
