Parameters,azithromycin,chloroquine
EC50,0.0280036347797922,0.399981079408531
H,8.80688732818544,2.18710023951418
Ucinf,0.433039818890368,46.7300423976629
chi2,71.4889819801082,240.266558651286
good_of_fit,0,0
