Parameters,nvpbgt226,artenimol
EC50,0.00246602448525453,0.00239288907243065
H,4.43118550119682,4.88346286395888
Ucinf,0.726248683472797,2.01719109265603
chi2,67.033349160022,55.7632617428539
good_of_fit,0,0
