Parameters,torin2,artenimol
EC50,0.00223750925300726,0.000702934542064856
H,5.49272368638364,9.99999999999987
Ucinf,14.7766905876678,6.55210949758453
chi2,9616.72600014539,2632.70157971267
good_of_fit,0,0
