Parameters,manoalide,artesunate
EC50,0.0114906294053708,3.7909964033376
H,9.99999999999999,9.99999999999993
Ucinf,29.2810600696724,88.7873827127795
chi2,6232.95808878678,8645.24435994206
good_of_fit,0,0
