Parameters,nvpauy922,nanchangmycin
EC50,0.00032531289615684,0.0302077151162723
H,2.89204245307925,9.99999999999999
Ucinf,22.6765211633005,7.21432627653197
chi2,2723.04163447706,1218.21895848379
good_of_fit,0,0
