Parameters,pkc412,lumefantrine
EC50,0.00832100210097178,0.424319675450895
H,1.77543965069295,5.22408413668365
Ucinf,8.54595308321558,13.8813899215768
chi2,947.956199982124,1205.41671917211
good_of_fit,0,0
