Parameters,elactocin,artenimol
EC50,0.00167373862289177,1.46487500231802e-05
H,2.89074026422915,0.100000000000023
Ucinf,1.10084897561536,78.3235534617846
chi2,2708.77427561569,2440.24583856728
good_of_fit,0,0
