Parameters,febrifugine,nanchangmycin
EC50,0.00093003640859542,0.00251599101119235
H,2.70087687203561,6.61547483885082
Ucinf,2.16246210464461,0.996764492070751
chi2,29.1226386603163,40.1848496272808
good_of_fit,0,0
