Parameters,nvpbgt226,lumefantrine
EC50,0.00979531350213136,0.00132168746575855
H,9.99999999999998,9.99999999999997
Ucinf,36.781709913573,24.4686613878871
chi2,45011.0335520989,7610.95597545737
good_of_fit,0,0
