Parameters,calhex231,artemether
EC50,0.0155027344087253,5.9551577360754
H,9.99999999999997,1.84974457330562
Ucinf,0.056410830245307,8.92655887734118
chi2,126.445126722143,88.3759040790489
good_of_fit,0,0
