Parameters,gramicidin,artenimol
EC50,0.000608716433286981,2.47722083351136e-05
H,2.76265279784197,3.61674631592161
Ucinf,0.866014706953849,1.06033960016972
chi2,1236.94911384676,12.9442452735006
good_of_fit,0,0
