Parameters,lomerizinedihydrochloride,artesunate
EC50,0.0122189748333528,5.12064380927376
H,9.99999999999997,9.99999999999988
Ucinf,14.1777136438211,35.3979053637189
chi2,9023.53217530627,13962.3198729822
good_of_fit,0,0
